Model DB,Run Date,Dataset,Precision,Max States,Denoised?,Model Noise?,Folds,IDs,Train Time,Avg Time/Fold,Avg Load States,Sum Load States,Super-States,Loads,Obs,Time Len,P0 Size,P0 Non-Zero,P0 Sparsity,P0 bytes,A Size,A Non-Zero,A Sparsity,A bytes,B Size,B Non-Zero,B Sparsity,B bytes
AMPdsR1_1min_A_model_FGE,2020-07-20 03:34:58.572461,AMPdsR1_1min_A_train,10.0,8,False,False,1,FGE,0.23,0.23,6.0,6.0,6.0,1,10501,419635,6.0,6.0,0.0,352.0,36.0,34.0,0.1,300.0,63006.0,2415.0,1.0,4320.0
